ID,Cluster,nclust
46309,2,10
46314,2,10
46389,10,10
46399,10,10
46402,4,10
46636,4,10
46637,4,10
46638,4,10
46643,6,10
46644,1,10
46669,2,10
46670,2,10
46674,2,10
46748,10,10
46762,10,10
46763,10,10
46985,4,10
46994,4,10
46995,4,10
46996,4,10
47003,6,10
47004,1,10
47005,1,10
47030,2,10
47031,2,10
47110,10,10
47121,6,10
47342,4,10
47344,10,10
47349,6,10
47353,4,10
47354,4,10
47357,4,10
47358,4,10
47369,2,10
47470,10,10
47481,10,10
47707,6,10
47716,1,10
47736,2,10
47748,2,10
47749,2,10
47753,2,10
47831,4,10
47832,10,10
47841,10,10
47845,10,10
48059,6,10
48068,4,10
48069,4,10
48070,6,10
48071,4,10
48073,6,10
48074,6,10
48108,2,10
48192,6,10
48205,10,10
48206,10,10
48207,10,10
48429,4,10
48430,4,10
48434,6,10
48435,6,10
48450,2,10
48454,1,10
48467,2,10
48468,2,10
48471,2,10
48472,2,10
48565,10,10
48795,6,10
48814,2,10
48816,2,10
48817,1,10
48818,1,10
48828,2,10
48831,2,10
48832,2,10
48833,2,10
48922,10,10
49172,2,10
49175,2,10
49176,2,10
49177,2,10
49178,2,10
49179,2,10
49200,2,10
49201,2,10
49282,10,10
49441,4,10
49538,2,10
49539,2,10
49793,4,10
50152,4,10
50214,4,10
50218,6,10
50524,6,10
50723,10,10
50764,6,10
51442,6,10
51672,2,10
51857,6,10
51858,6,10
51941,2,10
52034,2,10
52039,4,10
52218,5,10
52219,6,10
52221,6,10
52225,6,10
52375,6,10
52376,6,10
52394,2,10
52401,6,10
52402,2,10
52733,6,10
52736,6,10
52738,6,10
52944,6,10
53120,6,10
53298,6,10
53455,6,10
53458,6,10
53468,4,10
53469,4,10
53470,4,10
53471,2,10
53480,6,10
53482,2,10
53484,6,10
53817,6,10
53818,6,10
53830,6,10
53831,4,10
53832,4,10
53841,6,10
53842,6,10
53843,6,10
53845,6,10
53846,6,10
54138,6,10
54179,6,10
54186,6,10
54209,2,10
54906,6,10
54907,6,10
55208,6,10
55220,6,10
55238,4,10
55270,6,10
55297,6,10
55460,2,10
55655,6,10
55659,6,10
55660,6,10
55958,6,10
55966,6,10
55992,6,10
55993,6,10
56015,6,10
56016,6,10
56317,6,10
56324,6,10
56353,6,10
56354,6,10
56373,6,10
56374,6,10
56713,6,10
56715,6,10
56716,4,10
56733,6,10
56747,6,10
57074,6,10
57075,6,10
57076,6,10
57077,6,10
57078,6,10
57436,6,10
57437,10,10
57438,6,10
57450,6,10
20455,3,10
20463,3,10
20465,2,10
20476,3,10
20825,2,10
20828,2,10
20829,7,10
21189,7,10
21536,1,10
22615,3,10
22894,7,10
23267,8,10
23268,1,10
23333,1,10
23628,8,10
24486,3,10
24845,3,10
24846,1,10
25206,3,10
25558,2,10
26987,1,10
27008,9,10
27347,2,10
27348,2,10
27586,7,10
27664,9,10
27665,9,10
27997,2,10
28420,3,10
28421,3,10
28681,7,10
28726,1,10
28742,1,10
28757,7,10
29041,7,10
29042,7,10
30193,1,10
31650,3,10
32035,5,10
32353,1,10
32753,3,10
32754,5,10
33114,5,10
33734,8,10
34094,8,10
35087,1,10
35219,1,10
35226,1,10
35253,2,10
35271,9,10
35272,6,10
35538,10,10
35581,6,10
35921,10,10
35942,2,10
36164,7,10
36946,6,10
37307,6,10
37358,6,10
37603,6,10
38092,6,10
38256,2,10
38278,2,10
38452,7,10
38998,2,10
39101,6,10
39462,4,10
39513,10,10
39532,10,10
40179,4,10
40255,7,10
40261,5,10
40341,4,10
40411,7,10
40898,7,10
41641,4,10
41994,5,10
41995,7,10
42067,2,10
42282,2,10
42352,4,10
42353,4,10
42428,2,10
42642,3,10
42696,6,10
42711,8,10
43068,8,10
43070,9,10
43071,6,10
43428,8,10
43429,8,10
43430,7,10
43431,6,10
43775,4,10
43870,4,10
44114,4,10
44135,4,10
44229,6,10
44231,4,10
44232,6,10
44592,4,10
44593,4,10
44595,8,10
44596,6,10
44831,7,10
44847,6,10
44950,10,10
44952,9,10
44953,4,10
44954,4,10
44955,4,10
44956,4,10
44958,4,10
45193,6,10
45314,10,10
45315,10,10
45319,6,10
45543,4,10
45544,4,10
45552,4,10
45553,6,10
45570,1,10
45673,10,10
45674,10,10
45677,10,10
45681,10,10
45823,4,10
45915,4,10
46037,10,10
46039,10,10
46262,4,10
46401,10,10
46621,4,10
46622,4,10
46645,1,10
46646,1,10
46760,10,10
46984,6,10
46993,7,10
47122,10,10
47266,2,10
47341,4,10
47482,10,10
47484,4,10
47627,6,10
47717,6,10
47840,10,10
47843,4,10
47844,4,10
48077,6,10
48455,1,10
48456,1,10
48457,1,10
48458,1,10
48459,1,10
48563,10,10
48564,10,10
48813,1,10
48923,10,10
49173,2,10
49174,2,10
52217,5,10
52752,4,10
53108,6,10
53466,4,10
53467,4,10
53826,4,10
53827,6,10
54185,6,10
55271,4,10
55272,4,10
55630,6,10
55632,4,10
57439,6,10
57440,4,10
18684,1,11
18685,2,11
18686,2,11
18687,3,11
18718,4,11
19075,2,11
19076,4,11
19077,4,11
19410,2,11
19411,4,11
19435,4,11
19436,4,11
19760,2,11
19771,2,11
19794,5,11
19795,4,11
20117,3,11
20118,1,11
20119,1,11
20131,2,11
20132,2,11
20153,2,11
20154,4,11
20368,2,11
20475,1,11
20477,1,11
20478,1,11
20479,2,11
20491,2,11
20492,4,11
20728,4,11
20729,5,11
20730,6,11
20834,2,11
20835,2,11
20838,2,11
20852,2,11
20853,2,11
21090,5,11
21091,6,11
21213,2,11
21451,6,11
21573,2,11
21574,2,11
21811,6,11
21812,6,11
21895,1,11
21934,2,11
22172,3,11
22173,6,11
22255,1,11
22294,2,11
22452,5,11
22533,2,11
22653,2,11
22654,6,11
22812,5,11
22893,5,11
22974,2,11
23013,2,11
23014,2,11
23172,5,11
23173,5,11
23253,5,11
23265,3,11
23334,3,11
23373,2,11
23374,3,11
23532,2,11
23533,5,11
23534,5,11
23625,6,11
23694,1,11
23732,3,11
23733,2,11
23734,3,11
23894,5,11
23895,5,11
23896,5,11
23897,5,11
23976,7,11
23984,7,11
24091,3,11
24092,7,11
24256,5,11
24257,5,11
24258,5,11
24259,5,11
24336,7,11
24344,7,11
24415,3,11
24450,3,11
24451,3,11
24467,2,11
24468,3,11
24485,1,11
24619,7,11
24620,5,11
24695,2,11
24696,7,11
24704,7,11
24774,8,11
24775,1,11
24776,1,11
24777,6,11
24809,2,11
24810,5,11
24825,7,11
24826,3,11
24827,3,11
24980,5,11
25055,7,11
25056,7,11
25064,7,11
25065,7,11
25078,7,11
25137,6,11
25138,2,11
25139,6,11
25140,3,11
25169,2,11
25170,3,11
25184,3,11
25185,7,11
25186,7,11
25187,2,11
25340,5,11
25341,5,11
25415,7,11
25416,7,11
25425,7,11
25500,3,11
25527,7,11
25528,3,11
25529,2,11
25544,2,11
25559,2,11
25567,2,11
25701,5,11
25776,7,11
25777,7,11
25785,6,11
25862,3,11
25863,3,11
25886,3,11
25887,3,11
25918,2,11
25919,1,11
25920,2,11
26061,5,11
26137,7,11
26138,7,11
26139,7,11
26144,7,11
26145,7,11
26223,3,11
26224,2,11
26240,3,11
26241,2,11
26242,3,11
26246,3,11
26247,2,11
26269,2,11
26277,2,11
26278,1,11
26279,1,11
26280,2,11
26421,5,11
26422,5,11
26499,7,11
26500,7,11
26501,7,11
26505,7,11
26506,7,11
26507,9,11
26583,2,11
26584,2,11
26585,3,11
26598,3,11
26599,6,11
26600,3,11
26601,3,11
26602,3,11
26606,7,11
26628,2,11
26639,1,11
26640,1,11
26781,5,11
26782,5,11
26861,7,11
26866,7,11
26867,7,11
26868,7,11
26945,3,11
26946,5,11
26948,3,11
26949,2,11
26950,2,11
26956,3,11
26957,3,11
26958,3,11
26962,3,11
26966,3,11
27009,2,11
27010,2,11
27141,7,11
27142,7,11
27221,7,11
27228,7,11
27229,7,11
27305,5,11
27306,3,11
27307,2,11
27308,2,11
27309,2,11
27310,3,11
27316,3,11
27317,3,11
27322,3,11
27324,3,11
27325,3,11
27326,3,11
27368,2,11
27369,2,11
27501,7,11
27502,7,11
27581,7,11
27588,7,11
27589,7,11
27590,7,11
27667,3,11
27668,3,11
27670,3,11
27671,7,11
27676,3,11
27677,3,11
27682,3,11
27684,3,11
27862,5,11
27863,5,11
27941,7,11
27944,7,11
27945,7,11
27946,7,11
27949,7,11
27950,7,11
28031,7,11
28032,5,11
28033,5,11
28035,3,11
28036,3,11
28037,3,11
28042,6,11
28043,3,11
28044,2,11
28223,5,11
28301,7,11
28304,6,11
28310,6,11
28391,3,11
28392,3,11
28393,5,11
28394,3,11
28395,3,11
28396,3,11
28397,3,11
28402,3,11
28403,3,11
28404,3,11
28413,3,11
28414,3,11
28415,3,11
28427,3,11
28583,5,11
28584,5,11
28634,4,11
28660,7,11
28661,7,11
28741,1,11
28743,1,11
28744,1,11
28745,6,11
28753,3,11
28763,3,11
28768,3,11
28769,3,11
28770,3,11
28771,3,11
28772,3,11
28782,3,11
28783,3,11
28786,3,11
28787,8,11
28944,6,11
28945,5,11
28994,10,11
29020,7,11
29099,6,11
29100,1,11
29101,1,11
29105,7,11
29106,6,11
29107,2,11
29121,6,11
29122,2,11
29123,3,11
29124,3,11
29127,3,11
29128,3,11
29129,3,11
29130,3,11
29131,3,11
29132,3,11
29133,3,11
29140,3,11
29141,3,11
29142,3,11
29305,5,11
29306,5,11
29354,10,11
29380,7,11
29453,7,11
29455,7,11
29456,7,11
29457,7,11
29458,7,11
29459,6,11
29460,7,11
29461,1,11
29462,1,11
29463,1,11
29464,1,11
29465,1,11
29466,1,11
29467,7,11
29468,1,11
29471,7,11
29472,6,11
29478,2,11
29479,2,11
29480,2,11
29481,2,11
29482,3,11
29483,3,11
29484,3,11
29486,3,11
29487,3,11
29488,2,11
29489,3,11
29490,2,11
29491,3,11
29492,3,11
29493,3,11
29497,3,11
29498,3,11
29499,3,11
29500,3,11
29501,3,11
29502,3,11
29666,5,11
29713,10,11
29714,10,11
29740,7,11
29809,9,11
29810,9,11
29813,9,11
29814,7,11
29815,1,11
29816,1,11
29821,6,11
29822,2,11
29826,1,11
29831,7,11
29832,7,11
29835,2,11
29838,2,11
29839,2,11
29840,2,11
29841,2,11
29844,3,11
29845,3,11
29846,3,11
29848,3,11
29856,3,11
29857,3,11
29858,3,11
29859,3,11
29860,3,11
30025,7,11
30026,7,11
30073,10,11
30099,7,11
30100,7,11
30166,1,11
30167,4,11
30168,1,11
30169,1,11
30170,1,11
30171,9,11
30172,4,11
30173,1,11
30174,1,11
30176,1,11
30181,1,11
30192,2,11
30195,7,11
30199,2,11
30200,2,11
30207,3,11
30208,3,11
30209,3,11
30210,3,11
30211,3,11
30216,3,11
30217,3,11
30218,3,11
30384,7,11
30385,7,11
30433,10,11
30459,7,11
30460,7,11
30523,7,11
30524,6,11
30525,6,11
30526,6,11
30527,1,11
30528,9,11
30529,1,11
30531,1,11
30533,1,11
30535,1,11
30540,1,11
30541,6,11
30542,1,11
30543,1,11
30544,1,11
30553,7,11
30554,7,11
30555,7,11
30558,2,11
30559,2,11
30566,3,11
30568,3,11
30569,3,11
30570,3,11
30571,3,11
30572,3,11
30575,2,11
30576,3,11
30742,6,11
30743,7,11
30820,7,11
30836,7,11
30886,6,11
30895,1,11
30897,1,11
30900,6,11
30901,9,11
30902,1,11
30903,6,11
30904,1,11
30912,1,11
30913,1,11
30914,7,11
30915,2,11
30916,7,11
30917,7,11
30918,7,11
30925,3,11
30926,2,11
30932,3,11
30933,3,11
30935,3,11
31060,5,11
31061,2,11
31096,5,11
31099,7,11
31100,7,11
31101,7,11
31102,7,11
31151,10,11
31180,7,11
31181,7,11
31241,7,11
31246,11,11
31247,6,11
31248,6,11
31249,1,11
31251,9,11
31252,6,11
31253,11,11
31254,6,11
31255,6,11
31256,1,11
31257,11,11
31259,1,11
31260,6,11
31261,6,11
31262,6,11
31263,6,11
31264,1,11
31266,2,11
31267,3,11
31268,1,11
31269,1,11
31270,6,11
31271,1,11
31273,2,11
31274,2,11
31275,2,11
31276,2,11
31283,3,11
31284,3,11
31285,3,11
31292,3,11
31293,3,11
31420,5,11
31421,5,11
31456,5,11
31457,2,11
31458,7,11
31459,7,11
31460,7,11
31461,7,11
31510,10,11
31541,7,11
31542,7,11
31600,7,11
31601,7,11
31602,11,11
31605,6,11
31606,1,11
31607,6,11
31608,1,11
31609,1,11
31611,11,11
31612,11,11
31613,6,11
31614,4,11
31617,11,11
31619,1,11
31620,1,11
31621,6,11
31622,6,11
31623,11,11
31624,1,11
31625,1,11
31626,2,11
31627,1,11
31628,1,11
31629,2,11
31630,1,11
31631,1,11
31633,2,11
31634,2,11
31635,2,11
31636,2,11
31637,2,11
31638,1,11
31640,1,11
31641,1,11
31643,2,11
31647,3,11
31648,3,11
31651,3,11
31652,3,11
31653,3,11
31769,7,11
31812,10,11
31814,2,11
31815,5,11
31816,2,11
31869,10,11
31870,10,11
31901,7,11
31902,7,11
31959,7,11
31960,7,11
31961,6,11
31964,9,11
31965,6,11
31966,6,11
31969,1,11
31970,6,11
31971,6,11
31977,11,11
31980,11,11
31981,6,11
31982,6,11
31983,6,11
31984,1,11
31985,1,11
31986,1,11
31987,1,11
31988,1,11
31989,1,11
31990,1,11
31991,1,11
31992,1,11
31993,2,11
31995,2,11
31996,6,11
31997,1,11
31998,2,11
31999,1,11
32007,3,11
32008,3,11
32010,3,11
32129,7,11
32130,7,11
32140,5,11
32170,4,11
32171,10,11
32172,10,11
32173,2,11
32174,2,11
32229,10,11
32230,10,11
32262,7,11
32263,7,11
32319,6,11
32320,6,11
32324,6,11
32325,6,11
32330,11,11
32337,11,11
32338,11,11
32340,6,11
32341,1,11
32342,6,11
32343,1,11
32344,1,11
32348,1,11
32349,1,11
32350,1,11
32351,1,11
32352,1,11
32355,1,11
32356,2,11
32489,11,11
32500,7,11
32501,7,11
32530,2,11
32531,10,11
32587,4,11
32590,10,11
32678,6,11
32679,6,11
32680,6,11
32683,4,11
32684,9,11
32685,9,11
32688,1,11
32689,4,11
32690,4,11
32698,11,11
32699,11,11
32700,1,11
32701,1,11
32702,1,11
32703,1,11
32704,1,11
32705,1,11
32708,1,11
32709,1,11
32710,2,11
32861,7,11
32862,7,11
32890,5,11
32891,2,11
32950,10,11
33038,6,11
33039,6,11
33042,6,11
33043,6,11
33044,9,11
33045,9,11
33049,6,11
33050,11,11
33051,11,11
33052,11,11
33058,11,11
33059,1,11
33061,6,11
33062,1,11
33063,1,11
33065,1,11
33066,1,11
33068,1,11
33069,1,11
33222,3,11
33223,3,11
33249,10,11
33250,5,11
33310,10,11
33396,7,11
33397,7,11
33398,7,11
33400,11,11
33401,11,11
33402,9,11
33403,9,11
33404,6,11
33406,1,11
33407,6,11
33409,1,11
33410,1,11
33412,11,11
33413,4,11
33418,11,11
33419,1,11
33426,1,11
33428,1,11
33429,1,11
33583,3,11
33609,2,11
33610,10,11
33670,10,11
33759,1,11
33760,11,11
33761,9,11
33762,6,11
33764,11,11
33766,6,11
33767,6,11
33768,1,11
33769,6,11
33774,4,11
33778,11,11
33786,1,11
33943,3,11
33968,10,11
33969,2,11
34011,10,11
34012,10,11
34013,10,11
34014,10,11
34015,10,11
34018,10,11
34019,10,11
34026,10,11
34027,10,11
34028,10,11
34029,10,11
34030,10,11
34118,9,11
34119,9,11
34121,11,11
34124,6,11
34128,1,11
34129,6,11
34135,6,11
34136,6,11
34138,11,11
34139,1,11
34148,6,11
34303,3,11
34323,7,11
34324,7,11
34325,7,11
34326,7,11
34327,2,11
34328,1,11
34370,10,11
34371,10,11
34372,10,11
34375,10,11
34376,10,11
34377,10,11
34378,10,11
34379,10,11
34380,10,11
34381,10,11
34385,10,11
34386,10,11
34389,10,11
34461,7,11
34478,1,11
34481,9,11
34483,1,11
34484,1,11
34496,4,11
34497,1,11
34498,11,11
34499,6,11
34500,1,11
34501,1,11
34502,1,11
34663,3,11
34682,2,11
34683,7,11
34684,7,11
34685,7,11
34729,10,11
34730,10,11
34742,10,11
34743,10,11
34744,10,11
34745,10,11
34746,10,11
34820,7,11
34821,7,11
34822,6,11
34840,4,11
34841,9,11
34842,9,11
34843,1,11
34857,6,11
34858,6,11
34859,11,11
34861,6,11
34862,1,11
34863,1,11
34865,7,11
34867,2,11
34875,1,11
34899,2,11
35019,2,11
35020,7,11
35022,7,11
35023,3,11
35024,5,11
35041,7,11
35042,2,11
35088,10,11
35089,10,11
35180,7,11
35182,7,11
35199,9,11
35200,4,11
35201,9,11
35217,6,11
35218,6,11
35223,1,11
35224,6,11
35225,1,11
35227,1,11
35235,1,11
35252,7,11
35259,2,11
35377,3,11
35378,2,11
35379,2,11
35380,7,11
35381,2,11
35382,2,11
35383,2,11
35384,5,11
35400,2,11
35401,2,11
35447,10,11
35448,10,11
35540,9,11
35541,9,11
35542,7,11
35559,6,11
35560,6,11
35561,6,11
35565,9,11
35566,9,11
35577,6,11
35578,6,11
35579,6,11
35583,1,11
35584,6,11
35585,6,11
35586,6,11
35587,2,11
35595,3,11
35735,5,11
35736,7,11
35737,7,11
35738,2,11
35739,2,11
35741,2,11
35742,2,11
35743,2,11
35744,2,11
35745,3,11
35748,4,11
35749,11,11
35758,2,11
35759,7,11
35760,10,11
35806,10,11
35807,10,11
35899,9,11
35900,9,11
35901,9,11
35919,9,11
35920,9,11
35925,9,11
35926,9,11
35927,9,11
35938,6,11
35939,6,11
35940,10,11
35943,1,11
35944,1,11
35945,1,11
35946,6,11
35947,2,11
35959,1,11
36095,5,11
36096,7,11
36105,2,11
36106,5,11
36108,11,11
36109,2,11
36112,7,11
36113,7,11
36114,7,11
36115,7,11
36116,1,11
36117,2,11
36118,2,11
36119,7,11
36165,10,11
36166,10,11
36167,10,11
36226,11,11
36260,5,11
36273,6,11
36278,6,11
36279,9,11
36280,6,11
36284,9,11
36285,9,11
36287,4,11
36288,4,11
36299,2,11
36300,6,11
36301,6,11
36302,1,11
36303,1,11
36304,1,11
36305,6,11
36306,6,11
36307,2,11
36454,7,11
36455,7,11
36457,2,11
36466,3,11
36467,3,11
36468,2,11
36469,2,11
36470,2,11
36471,5,11
36472,2,11
36476,1,11
36479,1,11
36480,1,11
36524,10,11
36525,10,11
36526,10,11
36584,11,11
36591,11,11
36592,11,11
36620,7,11
36633,7,11
36634,7,11
36639,6,11
36640,9,11
36643,9,11
36644,9,11
36650,9,11
36660,6,11
36661,6,11
36662,1,11
36663,6,11
36664,6,11
36665,6,11
36666,6,11
36813,5,11
36814,7,11
36817,2,11
36819,8,11
36828,7,11
36829,5,11
36830,6,11
36831,7,11
36832,3,11
36839,1,11
36884,10,11
36885,10,11
36886,10,11
36943,11,11
36944,11,11
36954,6,11
36955,11,11
36993,7,11
36994,7,11
36998,6,11
36999,6,11
37000,6,11
37001,9,11
37002,9,11
37003,4,11
37020,6,11
37021,6,11
37022,6,11
37023,6,11
37024,6,11
37025,6,11
37026,7,11
37169,5,11
37170,5,11
37171,5,11
37172,3,11
37173,5,11
37177,2,11
37179,11,11
37199,1,11
37200,1,11
37201,1,11
37244,4,11
37245,10,11
37303,11,11
37304,11,11
37353,6,11
37354,6,11
37359,9,11
37360,9,11
37361,9,11
37362,7,11
37370,9,11
37381,6,11
37382,6,11
37383,6,11
37384,6,11
37385,6,11
37528,5,11
37529,5,11
37537,2,11
37538,8,11
37559,2,11
37560,1,11
37604,4,11
37661,6,11
37663,9,11
37718,6,11
37719,9,11
37730,6,11
37741,6,11
37742,6,11
37743,6,11
37744,7,11
37745,6,11
37883,7,11
37884,7,11
37885,7,11
37887,5,11
37888,7,11
37892,11,11
37893,2,11
37894,2,11
37895,2,11
37896,2,11
37897,2,11
37919,11,11
37964,4,11
38020,6,11
38021,6,11
38023,5,11
38061,7,11
38062,7,11
38075,9,11
38076,9,11
38078,4,11
38100,6,11
38101,6,11
38102,6,11
38103,6,11
38240,5,11
38241,5,11
38242,5,11
38243,7,11
38245,7,11
38246,7,11
38247,5,11
38252,2,11
38253,11,11
38254,2,11
38255,2,11
38279,6,11
38324,10,11
38380,6,11
38381,11,11
38382,11,11
38383,11,11
38422,9,11
38423,9,11
38435,9,11
38436,4,11
38437,4,11
38438,9,11
38448,6,11
38460,6,11
38461,6,11
38463,2,11
38598,5,11
38599,5,11
38600,5,11
38612,5,11
38613,11,11
38623,4,11
38624,4,11
38629,2,11
38633,1,11
38634,1,11
38635,1,11
38636,1,11
38638,1,11
38639,11,11
38739,6,11
38742,4,11
38743,5,11
38755,9,11
38774,9,11
38795,9,11
38798,4,11
38807,9,11
38821,9,11
38823,2,11
38905,11,11
38956,7,11
38957,6,11
38958,2,11
38964,4,11
38965,6,11
38966,5,11
38967,2,11
38968,6,11
38969,5,11
38970,2,11
38972,4,11
38973,11,11
38982,4,11
38983,4,11
38984,5,11
38986,2,11
38987,2,11
38988,5,11
38989,1,11
38990,2,11
38991,6,11
38992,6,11
38993,2,11
38994,2,11
38995,6,11
38996,2,11
38997,6,11
39098,11,11
39099,11,11
39102,9,11
39133,7,11
39134,7,11
39154,9,11
39155,9,11
39166,6,11
39167,6,11
39170,9,11
39171,9,11
39181,6,11
39182,1,11
39183,2,11
39315,7,11
39316,6,11
39324,4,11
39325,6,11
39329,2,11
39330,2,11
39333,5,11
39339,4,11
39340,8,11
39343,5,11
39344,4,11
39345,4,11
39346,4,11
39347,11,11
39348,5,11
39349,5,11
39350,6,11
39351,5,11
39352,4,11
39458,11,11
39461,9,11
39493,7,11
39494,7,11
39514,9,11
39515,11,11
39526,3,11
39527,6,11
39529,9,11
39530,4,11
39531,4,11
39542,6,11
39675,7,11
39683,2,11
39684,2,11
39690,2,11
39693,2,11
39694,2,11
39701,11,11
39702,11,11
39703,5,11
39704,5,11
39705,5,11
39706,5,11
39707,4,11
39818,11,11
39820,11,11
39821,9,11
39851,7,11
39852,7,11
39853,7,11
39867,4,11
39868,4,11
39873,9,11
39874,9,11
39887,4,11
39888,4,11
39890,4,11
39891,4,11
39981,5,11
39982,5,11
39983,5,11
39984,5,11
40035,7,11
40043,2,11
40050,2,11
40051,4,11
40052,2,11
40053,5,11
40054,2,11
40056,2,11
40057,11,11
40058,5,11
40059,2,11
40060,5,11
40061,5,11
40062,11,11
40063,5,11
40064,5,11
40065,5,11
40067,4,11
40068,11,11
40069,11,11
40177,11,11
40180,9,11
40210,7,11
40212,4,11
40213,7,11
40227,5,11
40228,4,11
40229,10,11
40230,10,11
40231,4,11
40232,4,11
40233,4,11
40247,4,11
40248,4,11
40249,4,11
40250,4,11
40251,4,11
40252,4,11
40253,4,11
40394,2,11
40395,2,11
40402,4,11
40403,4,11
40416,11,11
40417,2,11
40418,2,11
40419,5,11
40420,5,11
40421,5,11
40422,5,11
40423,5,11
40426,11,11
40427,11,11
40428,4,11
40536,11,11
40537,11,11
40539,11,11
40540,11,11
40560,6,11
40570,7,11
40571,7,11
40573,7,11
40589,10,11
40590,4,11
40591,4,11
40592,4,11
40613,4,11
40614,4,11
40615,4,11
40753,5,11
40754,2,11
40763,4,11
40777,2,11
40778,2,11
40779,5,11
40780,5,11
40781,5,11
40783,11,11
40784,11,11
40785,11,11
40786,5,11
40896,7,11
40899,11,11
40913,4,11
40919,6,11
40928,7,11
40929,7,11
40931,6,11
40978,4,11
40981,4,11
41108,7,11
41109,7,11
41110,5,11
41112,5,11
41113,5,11
41138,11,11
41139,5,11
41140,11,11
41142,5,11
41143,11,11
41144,5,11
41145,11,11
41256,1,11
41258,11,11
41259,11,11
41273,7,11
41274,6,11
41275,6,11
41277,11,11
41287,6,11
41288,7,11
41289,7,11
41338,4,11
41339,4,11
41341,4,11
41344,5,11
41345,5,11
41346,5,11
41468,7,11
41469,2,11
41471,5,11
41472,5,11
41483,4,11
41499,2,11
41500,2,11
41501,11,11
41502,5,11
41503,11,11
41504,5,11
41615,1,11
41617,11,11
41618,11,11
41631,11,11
41632,5,11
41636,11,11
41637,11,11
41638,11,11
41639,11,11
41642,9,11
41644,11,11
41645,11,11
41647,6,11
41699,4,11
41700,4,11
41702,4,11
41827,11,11
41828,11,11
41829,2,11
41831,5,11
41843,4,11
41858,5,11
41859,5,11
41860,2,11
41862,5,11
41863,11,11
41864,11,11
41974,7,11
41975,1,11
41976,11,11
41977,11,11
41990,10,11
41991,9,11
41992,11,11
41996,9,11
41997,4,11
41998,11,11
42060,4,11
42061,4,11
42068,4,11
42069,4,11
42186,5,11
42187,5,11
42188,2,11
42189,4,11
42190,5,11
42191,5,11
42218,5,11
42220,5,11
42222,11,11
42223,11,11
42336,11,11
42350,10,11
42356,4,11
42357,5,11
42421,4,11
42548,5,11
42549,5,11
42578,5,11
42580,5,11
42695,1,11
42782,4,11
42908,11,11
42929,4,11
42930,11,11
42931,11,11
42932,8,11
42937,5,11
42938,5,11
42940,5,11
43983,5,11
44342,5,11
44343,5,11
15828,6,11
15829,4,11
15830,6,11
15831,6,11
16191,4,11
16548,6,11
16552,4,11
16675,11,11
16886,3,11
16887,3,11
16888,2,11
16909,6,11
16910,6,11
16911,4,11
16913,4,11
17036,7,11
17246,6,11
17248,2,11
17249,2,11
17271,6,11
17272,6,11
17274,6,11
17398,7,11
17605,6,11
17606,6,11
17607,2,11
17608,2,11
17609,2,11
17632,4,11
17633,4,11
17634,4,11
17635,4,11
17756,11,11
17758,11,11
17964,6,11
17965,2,11
17966,2,11
17968,2,11
17969,2,11
17993,4,11
17994,4,11
17996,6,11
17997,4,11
18118,11,11
18119,11,11
18324,6,11
18327,6,11
18328,11,11
18356,6,11
18357,4,11
18358,4,11
18478,11,11
18479,11,11
18681,6,11
18682,2,11
18683,1,11
18688,2,11
18715,4,11
18843,5,11
19045,2,11
19048,2,11
19049,4,11
19050,3,11
19078,4,11
19397,11,11
19400,1,11
19737,6,11
19738,3,11
19758,2,11
19759,1,11
19924,5,11
19925,5,11
20001,2,11
20002,3,11
20004,5,11
20096,1,11
20097,1,11
20098,1,11
20099,1,11
20100,3,11
20116,2,11
20365,6,11
20366,6,11
20456,1,11
20648,6,11
20719,2,11
20816,1,11
20989,4,11
21008,6,11
21009,11,11
21079,5,11
21176,1,11
21214,6,11
21349,4,11
21709,6,11
22069,5,11
22430,4,11
23624,3,11
25310,11,11
25670,6,11
26029,5,11
26030,4,11
26225,3,11
26597,3,11
26951,2,11
27464,11,11
27823,6,11
27824,5,11
28183,6,11
28543,11,11
29621,5,11
29981,5,11
30340,5,11
37405,1,11
38126,6,11
39169,9,11
39264,11,11
39265,11,11
39624,11,11
39625,11,11
40254,6,11
40608,2,11
40616,4,11
40617,6,11
40621,4,11
40974,4,11
40977,4,11
40979,10,11
41123,5,11
41272,4,11
42062,10,11
42203,4,11
42204,6,11
42219,5,11
42422,4,11
42546,11,11
42563,5,11
42564,2,11
42565,4,11
42571,2,11
42781,4,11
42925,4,11
42926,6,11
42927,6,11
42928,6,11
42935,5,11
42936,5,11
42939,5,11
43142,4,11
43143,4,11
43264,5,11
43265,5,11
43287,6,11
43290,6,11
43291,2,11
43292,2,11
43293,4,11
43294,5,11
43295,4,11
43296,5,11
43297,5,11
43299,5,11
43497,6,11
43501,4,11
43502,4,11
43503,5,11
43624,5,11
43625,5,11
43626,5,11
43627,11,11
43659,5,11
43660,5,11
43861,4,11
43862,10,11
43863,10,11
43986,5,11
44019,5,11
44020,5,11
44021,5,11
44221,10,11
44222,4,11
44381,5,11
44382,4,11
44383,5,11
44581,4,11
44700,5,11
44701,5,11
44702,11,11
44743,5,11
44744,5,11
44853,1,11
44854,1,11
44940,4,11
44941,4,11
45059,5,11
45060,5,11
45103,5,11
45104,4,11
45105,4,11
45300,4,11
45301,4,11
45418,5,11
45419,5,11
45464,4,11
45465,4,11
45533,6,11
45534,4,11
45535,6,11
45575,1,11
45576,1,11
45577,1,11
45661,4,11
