ID,mang_presence,salt_presence,seag_presence,cluster_5,hex_5,cluster_18,hex_18
38242,1,0,0,1,#cd2626,16,#FF3E96
38243,1,0,0,1,#cd2626,16,#FF3E96
38245,1,0,0,3,#43cd80,5,#EEAD0E
38246,1,0,0,1,#cd2626,16,#FF3E96
38247,1,0,0,1,#cd2626,16,#FF3E96
38252,1,0,1,1,#cd2626,6,#EEDC82
38253,1,0,1,4,#6ca6cd,10,#6CA6CD
38254,1,0,1,1,#cd2626,6,#EEDC82
38255,1,0,1,1,#cd2626,6,#EEDC82
38279,1,0,1,1,#cd2626,18,#FF6A6A
38324,1,0,0,2,#eead0e,15,#B452CD
38380,1,0,0,1,#cd2626,18,#FF6A6A
38381,1,0,0,4,#6ca6cd,10,#6CA6CD
38382,1,0,0,4,#6ca6cd,11,#4876FF
38383,1,0,1,4,#6ca6cd,11,#4876FF
38422,1,0,0,2,#eead0e,14,#9F79EE
38423,1,0,0,2,#eead0e,5,#EEAD0E
38435,1,0,0,2,#eead0e,14,#9F79EE
38436,1,0,0,2,#eead0e,14,#9F79EE
38437,1,0,0,2,#eead0e,14,#9F79EE
38438,1,0,0,2,#eead0e,17,#EE799F
38448,1,0,0,2,#eead0e,17,#EE799F
38460,1,0,0,1,#cd2626,18,#FF6A6A
38461,1,0,0,2,#eead0e,17,#EE799F
38463,1,0,0,1,#cd2626,6,#EEDC82
38598,1,0,0,1,#cd2626,16,#FF3E96
38599,1,0,0,1,#cd2626,13,#EEAEEE
38600,1,0,0,1,#cd2626,16,#FF3E96
38612,1,0,1,1,#cd2626,13,#EEAEEE
38613,1,0,1,4,#6ca6cd,1,#FF3030
38623,1,0,0,2,#eead0e,13,#EEAEEE
38624,1,0,1,1,#cd2626,13,#EEAEEE
38629,1,0,0,1,#cd2626,6,#EEDC82
38633,1,1,1,3,#43cd80,3,#EE7600
38634,1,1,1,1,#cd2626,17,#EE799F
38635,1,1,1,1,#cd2626,17,#EE799F
38636,1,1,1,3,#43cd80,5,#EEAD0E
38638,1,0,1,1,#cd2626,17,#EE799F
38639,1,0,1,3,#43cd80,1,#FF3030
38739,1,0,0,2,#eead0e,18,#FF6A6A
38742,1,0,1,2,#eead0e,12,#6959CD
38743,1,0,1,4,#6ca6cd,12,#6959CD
38755,1,0,0,2,#eead0e,14,#9F79EE
38774,1,0,0,2,#eead0e,16,#FF3E96
38795,1,0,0,2,#eead0e,14,#9F79EE
38798,1,0,0,2,#eead0e,12,#6959CD
38807,1,0,1,2,#eead0e,14,#9F79EE
38821,1,0,0,2,#eead0e,17,#EE799F
38823,1,0,0,1,#cd2626,6,#EEDC82
38905,1,0,0,2,#eead0e,1,#FF3030
38956,1,0,0,1,#cd2626,16,#FF3E96
38957,1,0,0,1,#cd2626,16,#FF3E96
38958,1,0,0,1,#cd2626,13,#EEAEEE
38964,1,0,0,1,#cd2626,13,#EEAEEE
38965,1,0,1,1,#cd2626,18,#FF6A6A
38966,1,0,0,1,#cd2626,13,#EEAEEE
38967,1,0,0,1,#cd2626,18,#FF6A6A
38968,1,1,0,1,#cd2626,13,#EEAEEE
38969,1,1,1,1,#cd2626,13,#EEAEEE
38970,1,0,0,1,#cd2626,6,#EEDC82
38972,1,0,1,1,#cd2626,13,#EEAEEE
38973,1,0,1,4,#6ca6cd,1,#FF3030
38982,1,0,0,1,#cd2626,18,#FF6A6A
38983,1,0,0,2,#eead0e,13,#EEAEEE
38984,1,0,1,1,#cd2626,13,#EEAEEE
38986,1,0,0,1,#cd2626,6,#EEDC82
38987,1,0,1,1,#cd2626,6,#EEDC82
38988,1,0,1,1,#cd2626,18,#FF6A6A
38989,1,0,0,1,#cd2626,17,#EE799F
38990,1,0,1,1,#cd2626,18,#FF6A6A
38991,1,0,1,1,#cd2626,18,#FF6A6A
38992,1,0,0,1,#cd2626,18,#FF6A6A
38993,1,1,1,1,#cd2626,6,#EEDC82
38994,1,1,1,1,#cd2626,6,#EEDC82
38995,1,1,1,1,#cd2626,18,#FF6A6A
38996,1,1,1,1,#cd2626,6,#EEDC82
38997,1,0,1,1,#cd2626,18,#FF6A6A
39098,1,0,1,4,#6ca6cd,1,#FF3030
39099,1,0,1,4,#6ca6cd,11,#4876FF
39102,1,0,1,2,#eead0e,12,#6959CD
39133,1,0,0,1,#cd2626,4,#EEC900
39134,1,0,0,1,#cd2626,16,#FF3E96
39154,1,0,1,2,#eead0e,14,#9F79EE
39155,1,0,1,2,#eead0e,14,#9F79EE
39166,1,0,0,2,#eead0e,13,#EEAEEE
39167,1,0,0,1,#cd2626,18,#FF6A6A
39170,1,1,1,2,#eead0e,14,#9F79EE
39171,0,1,1,2,#eead0e,14,#9F79EE
39181,1,0,0,1,#cd2626,18,#FF6A6A
39182,1,0,0,3,#43cd80,5,#EEAD0E
39183,1,0,0,1,#cd2626,6,#EEDC82
39315,1,1,0,1,#cd2626,16,#FF3E96
39316,1,0,0,1,#cd2626,16,#FF3E96
39324,1,0,1,1,#cd2626,18,#FF6A6A
39325,1,0,1,1,#cd2626,13,#EEAEEE
39329,1,0,1,1,#cd2626,6,#EEDC82
39330,1,0,1,1,#cd2626,18,#FF6A6A
39333,1,0,1,1,#cd2626,13,#EEAEEE
39339,1,0,0,1,#cd2626,13,#EEAEEE
39340,1,0,1,4,#6ca6cd,10,#6CA6CD
39343,1,0,0,4,#6ca6cd,13,#EEAEEE
39344,1,0,0,2,#eead0e,12,#6959CD
39345,1,0,1,2,#eead0e,13,#EEAEEE
39346,1,0,0,2,#eead0e,18,#FF6A6A
39347,1,0,0,4,#6ca6cd,1,#FF3030
39348,1,0,1,4,#6ca6cd,13,#EEAEEE
39349,1,0,0,1,#cd2626,18,#FF6A6A
39350,1,0,0,1,#cd2626,18,#FF6A6A
39351,1,0,0,1,#cd2626,13,#EEAEEE
39352,1,0,0,1,#cd2626,18,#FF6A6A
39458,1,0,1,1,#cd2626,1,#FF3030
39461,1,0,1,2,#eead0e,11,#4876FF
39493,1,0,0,1,#cd2626,4,#EEC900
39494,1,0,0,1,#cd2626,4,#EEC900
39514,1,0,1,2,#eead0e,14,#9F79EE
39515,1,0,1,4,#6ca6cd,11,#4876FF
39526,1,0,0,5,#b452cd,13,#EEAEEE
39527,1,0,0,2,#eead0e,12,#6959CD
39529,1,1,0,2,#eead0e,14,#9F79EE
39530,1,1,1,2,#eead0e,12,#6959CD
39531,1,1,1,2,#eead0e,12,#6959CD
39542,1,0,0,1,#cd2626,17,#EE799F
39675,1,1,0,1,#cd2626,16,#FF3E96
39683,1,0,0,1,#cd2626,6,#EEDC82
39684,1,0,0,1,#cd2626,6,#EEDC82
39690,1,1,1,1,#cd2626,18,#FF6A6A
39693,1,0,1,1,#cd2626,6,#EEDC82
39694,1,0,1,1,#cd2626,6,#EEDC82
39701,1,0,1,4,#6ca6cd,1,#FF3030
39702,1,0,1,4,#6ca6cd,11,#4876FF
39703,1,0,0,4,#6ca6cd,11,#4876FF
39704,1,0,0,4,#6ca6cd,13,#EEAEEE
39705,1,0,0,4,#6ca6cd,13,#EEAEEE
39706,1,0,0,4,#6ca6cd,13,#EEAEEE
39707,1,0,0,2,#eead0e,18,#FF6A6A
39818,1,0,0,2,#eead0e,1,#FF3030
39820,1,0,1,4,#6ca6cd,11,#4876FF
39821,1,0,1,2,#eead0e,11,#4876FF
39851,1,0,0,1,#cd2626,4,#EEC900
39852,1,0,0,3,#43cd80,4,#EEC900
39853,1,0,0,3,#43cd80,4,#EEC900
39867,1,0,0,2,#eead0e,12,#6959CD
39868,1,0,0,2,#eead0e,12,#6959CD
39873,1,0,1,2,#eead0e,14,#9F79EE
39874,1,0,1,2,#eead0e,14,#9F79EE
39887,1,0,0,2,#eead0e,12,#6959CD
39888,1,0,0,2,#eead0e,12,#6959CD
39890,1,1,0,2,#eead0e,12,#6959CD
39891,1,1,1,2,#eead0e,12,#6959CD
39981,1,1,1,4,#6ca6cd,11,#4876FF
39982,1,1,1,4,#6ca6cd,11,#4876FF
39983,1,1,1,4,#6ca6cd,11,#4876FF
39984,1,1,0,4,#6ca6cd,11,#4876FF
40035,1,1,0,1,#cd2626,16,#FF3E96
40043,1,0,1,1,#cd2626,13,#EEAEEE
40050,1,0,1,1,#cd2626,6,#EEDC82
40051,1,0,1,1,#cd2626,13,#EEAEEE
40052,1,0,1,1,#cd2626,13,#EEAEEE
40053,1,0,1,1,#cd2626,13,#EEAEEE
40054,1,0,1,1,#cd2626,6,#EEDC82
40056,1,0,1,4,#6ca6cd,13,#EEAEEE
40057,1,0,1,4,#6ca6cd,13,#EEAEEE
40058,1,0,1,4,#6ca6cd,13,#EEAEEE
40059,1,0,1,4,#6ca6cd,1,#FF3030
40060,1,0,1,4,#6ca6cd,11,#4876FF
40061,1,0,1,4,#6ca6cd,13,#EEAEEE
40062,1,0,1,4,#6ca6cd,11,#4876FF
40063,1,0,1,4,#6ca6cd,13,#EEAEEE
40064,1,0,0,1,#cd2626,13,#EEAEEE
40065,1,0,0,4,#6ca6cd,13,#EEAEEE
40067,1,0,0,2,#eead0e,17,#EE799F
40068,1,0,1,4,#6ca6cd,11,#4876FF
40069,1,0,1,4,#6ca6cd,11,#4876FF
40177,1,0,0,4,#6ca6cd,11,#4876FF
40180,1,0,1,2,#eead0e,17,#EE799F
40210,1,0,0,2,#eead0e,4,#EEC900
40212,1,0,0,2,#eead0e,18,#FF6A6A
40213,1,0,0,3,#43cd80,4,#EEC900
40227,1,0,0,2,#eead0e,12,#6959CD
40228,1,0,0,2,#eead0e,12,#6959CD
40229,1,0,0,2,#eead0e,15,#B452CD
40230,1,0,0,2,#eead0e,15,#B452CD
40231,1,0,0,2,#eead0e,12,#6959CD
40232,1,0,0,2,#eead0e,12,#6959CD
40233,1,0,0,2,#eead0e,14,#9F79EE
40247,1,0,0,2,#eead0e,12,#6959CD
40248,1,1,0,2,#eead0e,12,#6959CD
40249,1,1,0,2,#eead0e,12,#6959CD
40250,1,1,0,2,#eead0e,12,#6959CD
40251,1,1,1,2,#eead0e,12,#6959CD
40252,1,1,0,2,#eead0e,12,#6959CD
40253,1,1,0,2,#eead0e,12,#6959CD
40394,1,0,0,1,#cd2626,16,#FF3E96
40395,1,1,0,1,#cd2626,16,#FF3E96
40402,1,0,0,1,#cd2626,13,#EEAEEE
40403,1,0,0,2,#eead0e,13,#EEAEEE
40416,1,0,1,4,#6ca6cd,13,#EEAEEE
40417,1,0,1,1,#cd2626,6,#EEDC82
40418,1,0,1,1,#cd2626,6,#EEDC82
40419,1,0,1,4,#6ca6cd,13,#EEAEEE
40420,1,0,1,4,#6ca6cd,13,#EEAEEE
40421,1,0,1,4,#6ca6cd,13,#EEAEEE
40422,1,0,1,4,#6ca6cd,11,#4876FF
40423,1,0,1,4,#6ca6cd,11,#4876FF
40426,1,0,0,4,#6ca6cd,11,#4876FF
40427,1,0,1,4,#6ca6cd,11,#4876FF
40428,1,0,1,4,#6ca6cd,13,#EEAEEE
40536,1,0,0,3,#43cd80,1,#FF3030
40537,1,0,0,2,#eead0e,11,#4876FF
40539,1,0,1,4,#6ca6cd,11,#4876FF
40540,1,0,1,4,#6ca6cd,11,#4876FF
40560,1,0,0,2,#eead0e,18,#FF6A6A
40570,1,0,0,3,#43cd80,4,#EEC900
40571,1,0,0,1,#cd2626,4,#EEC900
40573,1,0,0,3,#43cd80,4,#EEC900
40589,1,0,0,2,#eead0e,15,#B452CD
40590,1,0,0,2,#eead0e,12,#6959CD
40591,1,0,0,2,#eead0e,12,#6959CD
40592,1,0,0,2,#eead0e,12,#6959CD
40613,1,1,0,2,#eead0e,12,#6959CD
40614,1,1,0,2,#eead0e,12,#6959CD
40615,1,1,1,2,#eead0e,12,#6959CD
40753,1,1,0,1,#cd2626,16,#FF3E96
40754,1,1,0,1,#cd2626,16,#FF3E96
40763,1,1,0,1,#cd2626,13,#EEAEEE
40777,1,0,0,1,#cd2626,18,#FF6A6A
40778,1,0,0,1,#cd2626,6,#EEDC82
40779,1,0,1,1,#cd2626,13,#EEAEEE
40780,1,0,1,4,#6ca6cd,13,#EEAEEE
40781,1,0,1,1,#cd2626,13,#EEAEEE
40783,1,0,1,4,#6ca6cd,11,#4876FF
40784,1,0,0,4,#6ca6cd,11,#4876FF
40785,1,0,0,4,#6ca6cd,11,#4876FF
40786,1,0,1,4,#6ca6cd,13,#EEAEEE
40896,1,0,1,3,#43cd80,7,#98FB98
40899,1,0,1,4,#6ca6cd,11,#4876FF
40913,1,0,0,2,#eead0e,17,#EE799F
40919,1,0,0,1,#cd2626,18,#FF6A6A
40928,1,0,0,1,#cd2626,4,#EEC900
40929,1,0,0,1,#cd2626,4,#EEC900
40931,1,0,0,1,#cd2626,18,#FF6A6A
40978,1,1,0,2,#eead0e,12,#6959CD
40981,1,1,0,2,#eead0e,12,#6959CD
41108,1,0,0,1,#cd2626,16,#FF3E96
41109,1,0,0,1,#cd2626,16,#FF3E96
41110,1,0,0,1,#cd2626,16,#FF3E96
41112,1,1,0,1,#cd2626,16,#FF3E96
41113,1,1,0,1,#cd2626,16,#FF3E96
41138,1,1,1,4,#6ca6cd,10,#6CA6CD
41139,1,1,1,4,#6ca6cd,13,#EEAEEE
41140,1,1,1,1,#cd2626,18,#FF6A6A
41142,1,0,0,4,#6ca6cd,11,#4876FF
41143,1,0,1,4,#6ca6cd,11,#4876FF
41144,1,0,0,4,#6ca6cd,11,#4876FF
41145,1,0,0,4,#6ca6cd,13,#EEAEEE
41256,1,0,1,3,#43cd80,3,#EE7600
41258,1,0,1,4,#6ca6cd,2,#CD2626
41259,1,0,1,4,#6ca6cd,11,#4876FF
41273,1,1,1,2,#eead0e,16,#FF3E96
41274,1,1,1,1,#cd2626,18,#FF6A6A
41275,1,1,1,1,#cd2626,16,#FF3E96
41277,1,0,0,4,#6ca6cd,1,#FF3030
41287,1,0,0,2,#eead0e,17,#EE799F
41288,1,0,0,1,#cd2626,4,#EEC900
41289,1,0,0,1,#cd2626,4,#EEC900
41338,1,1,0,2,#eead0e,12,#6959CD
41339,1,1,0,2,#eead0e,12,#6959CD
41341,1,1,0,2,#eead0e,12,#6959CD
41344,1,0,1,4,#6ca6cd,13,#EEAEEE
41345,1,0,1,1,#cd2626,13,#EEAEEE
41346,1,0,1,1,#cd2626,13,#EEAEEE
41468,1,0,0,1,#cd2626,16,#FF3E96
41469,1,0,0,1,#cd2626,6,#EEDC82
41471,1,0,0,1,#cd2626,16,#FF3E96
41472,1,0,0,1,#cd2626,16,#FF3E96
41483,1,1,1,1,#cd2626,13,#EEAEEE
41499,1,1,1,1,#cd2626,6,#EEDC82
41500,1,1,1,1,#cd2626,6,#EEDC82
41501,1,0,0,4,#6ca6cd,1,#FF3030
41502,1,0,1,4,#6ca6cd,11,#4876FF
41503,1,0,1,4,#6ca6cd,11,#4876FF
41504,1,0,0,4,#6ca6cd,11,#4876FF
41615,1,0,1,3,#43cd80,3,#EE7600
41617,1,0,1,4,#6ca6cd,1,#FF3030
41618,1,0,1,4,#6ca6cd,11,#4876FF
41631,1,0,1,4,#6ca6cd,2,#CD2626
41632,1,0,1,2,#eead0e,2,#CD2626
41636,1,0,0,4,#6ca6cd,16,#FF3E96
41637,1,0,0,4,#6ca6cd,11,#4876FF
41638,1,0,0,4,#6ca6cd,11,#4876FF
41639,1,0,0,4,#6ca6cd,11,#4876FF
41642,1,0,0,4,#6ca6cd,11,#4876FF
41644,1,0,0,4,#6ca6cd,2,#CD2626
41645,1,0,0,4,#6ca6cd,11,#4876FF
41647,1,0,0,2,#eead0e,18,#FF6A6A
41699,1,1,0,2,#eead0e,12,#6959CD
41700,1,1,0,2,#eead0e,12,#6959CD
41702,1,1,0,2,#eead0e,13,#EEAEEE
41827,1,0,0,4,#6ca6cd,2,#CD2626
41828,1,0,0,4,#6ca6cd,10,#6CA6CD
41829,1,0,0,1,#cd2626,2,#CD2626
41831,1,0,0,1,#cd2626,16,#FF3E96
41843,1,1,1,2,#eead0e,13,#EEAEEE
41858,1,1,1,1,#cd2626,13,#EEAEEE
41859,1,1,1,1,#cd2626,13,#EEAEEE
41860,1,1,1,1,#cd2626,6,#EEDC82
41862,1,0,0,4,#6ca6cd,11,#4876FF
41863,1,0,1,4,#6ca6cd,11,#4876FF
41864,1,0,1,4,#6ca6cd,11,#4876FF
41974,1,0,1,3,#43cd80,4,#EEC900
41975,1,0,1,3,#43cd80,3,#EE7600
41976,1,0,1,4,#6ca6cd,11,#4876FF
41977,1,0,1,4,#6ca6cd,1,#FF3030
41990,1,0,1,2,#eead0e,15,#B452CD
41991,1,0,1,2,#eead0e,12,#6959CD
41992,1,0,1,4,#6ca6cd,2,#CD2626
41996,1,0,1,2,#eead0e,12,#6959CD
41997,1,0,1,2,#eead0e,12,#6959CD
41998,1,0,0,4,#6ca6cd,10,#6CA6CD
42060,1,1,0,2,#eead0e,12,#6959CD
42061,1,1,0,2,#eead0e,12,#6959CD
42068,1,0,1,1,#cd2626,13,#EEAEEE
42069,1,0,1,1,#cd2626,13,#EEAEEE
42186,1,1,0,1,#cd2626,16,#FF3E96
42187,1,1,0,1,#cd2626,16,#FF3E96
42188,1,0,0,1,#cd2626,13,#EEAEEE
42189,1,0,0,1,#cd2626,13,#EEAEEE
42190,1,0,0,1,#cd2626,16,#FF3E96
42191,1,0,0,1,#cd2626,16,#FF3E96
42218,1,1,1,1,#cd2626,13,#EEAEEE
42220,1,1,1,1,#cd2626,13,#EEAEEE
42222,1,0,1,4,#6ca6cd,11,#4876FF
42223,1,0,1,4,#6ca6cd,10,#6CA6CD
42336,1,0,1,3,#43cd80,2,#CD2626
42350,1,0,1,2,#eead0e,15,#B452CD
42356,1,0,1,2,#eead0e,12,#6959CD
42357,1,0,1,4,#6ca6cd,11,#4876FF
42421,1,1,0,2,#eead0e,12,#6959CD
42548,1,0,0,4,#6ca6cd,11,#4876FF
42549,1,0,0,1,#cd2626,13,#EEAEEE
42578,1,1,1,1,#cd2626,13,#EEAEEE
42580,1,1,1,4,#6ca6cd,13,#EEAEEE
42695,1,0,1,3,#43cd80,3,#EE7600
42782,1,1,0,2,#eead0e,12,#6959CD
42908,1,0,0,4,#6ca6cd,10,#6CA6CD
42929,1,1,0,4,#6ca6cd,13,#EEAEEE
42930,1,1,0,4,#6ca6cd,11,#4876FF
42931,1,1,0,4,#6ca6cd,11,#4876FF
42932,1,1,1,4,#6ca6cd,10,#6CA6CD
42937,1,1,1,4,#6ca6cd,13,#EEAEEE
42938,1,1,1,4,#6ca6cd,13,#EEAEEE
42940,1,1,1,4,#6ca6cd,13,#EEAEEE
43983,1,1,1,4,#6ca6cd,16,#FF3E96
44342,1,1,0,4,#6ca6cd,16,#FF3E96
44343,1,1,0,4,#6ca6cd,16,#FF3E96
15828,0,1,0,1,#cd2626,18,#FF6A6A
15829,0,1,0,2,#eead0e,12,#6959CD
15830,0,1,0,2,#eead0e,18,#FF6A6A
15831,0,1,0,1,#cd2626,18,#FF6A6A
16191,0,1,0,2,#eead0e,17,#EE799F
16548,0,1,0,1,#cd2626,5,#EEAD0E
16552,0,1,0,2,#eead0e,17,#EE799F
16675,0,1,0,4,#6ca6cd,1,#FF3030
16886,0,1,1,5,#b452cd,7,#98FB98
16887,0,1,1,5,#b452cd,6,#EEDC82
16888,0,1,1,1,#cd2626,13,#EEAEEE
16909,0,1,0,1,#cd2626,5,#EEAD0E
16910,0,1,0,1,#cd2626,18,#FF6A6A
16911,0,1,0,2,#eead0e,12,#6959CD
16913,0,1,0,2,#eead0e,17,#EE799F
17036,0,1,0,1,#cd2626,1,#FF3030
17246,0,1,0,2,#eead0e,18,#FF6A6A
17248,0,1,1,1,#cd2626,6,#EEDC82
17249,0,1,1,5,#b452cd,6,#EEDC82
17271,0,1,0,1,#cd2626,18,#FF6A6A
17272,0,1,0,1,#cd2626,18,#FF6A6A
17274,0,1,0,2,#eead0e,18,#FF6A6A
17398,0,1,0,1,#cd2626,16,#FF3E96
17605,0,1,0,1,#cd2626,18,#FF6A6A
17606,0,1,0,1,#cd2626,18,#FF6A6A
17607,0,1,1,1,#cd2626,6,#EEDC82
17608,0,1,1,1,#cd2626,6,#EEDC82
17609,0,1,1,5,#b452cd,6,#EEDC82
17632,0,1,0,2,#eead0e,12,#6959CD
17633,0,1,0,2,#eead0e,13,#EEAEEE
17634,0,1,0,2,#eead0e,12,#6959CD
17635,0,1,0,2,#eead0e,13,#EEAEEE
17756,0,1,0,4,#6ca6cd,1,#FF3030
17758,0,1,0,4,#6ca6cd,1,#FF3030
17964,0,1,0,1,#cd2626,18,#FF6A6A
17965,0,1,1,1,#cd2626,6,#EEDC82
17966,0,1,1,1,#cd2626,6,#EEDC82
17968,0,1,1,1,#cd2626,6,#EEDC82
17969,0,1,1,1,#cd2626,6,#EEDC82
17993,0,1,0,2,#eead0e,13,#EEAEEE
17994,0,1,0,2,#eead0e,13,#EEAEEE
17996,0,1,0,1,#cd2626,18,#FF6A6A
17997,0,1,0,2,#eead0e,13,#EEAEEE
18118,0,1,0,4,#6ca6cd,16,#FF3E96
18119,0,1,0,4,#6ca6cd,16,#FF3E96
18324,0,1,0,1,#cd2626,18,#FF6A6A
18327,0,1,0,1,#cd2626,18,#FF6A6A
18328,0,1,1,4,#6ca6cd,1,#FF3030
18356,0,1,0,1,#cd2626,18,#FF6A6A
18357,0,1,0,2,#eead0e,17,#EE799F
18358,0,1,0,2,#eead0e,13,#EEAEEE
18478,0,1,0,4,#6ca6cd,16,#FF3E96
18479,0,1,0,4,#6ca6cd,1,#FF3030
18681,0,1,0,1,#cd2626,18,#FF6A6A
18682,0,1,1,1,#cd2626,5,#EEAD0E
18683,0,1,0,3,#43cd80,3,#EE7600
18688,0,1,1,1,#cd2626,6,#EEDC82
18715,0,1,0,1,#cd2626,13,#EEAEEE
18843,0,1,0,4,#6ca6cd,11,#4876FF
19045,0,1,1,1,#cd2626,13,#EEAEEE
19048,0,1,1,1,#cd2626,13,#EEAEEE
19049,0,1,0,1,#cd2626,13,#EEAEEE
19050,0,1,1,5,#b452cd,13,#EEAEEE
19078,0,1,0,2,#eead0e,13,#EEAEEE
19397,0,1,0,4,#6ca6cd,1,#FF3030
19400,0,1,1,5,#b452cd,3,#EE7600
19737,0,1,0,1,#cd2626,18,#FF6A6A
19738,0,1,1,5,#b452cd,8,#43CD80
19758,0,1,1,5,#b452cd,6,#EEDC82
19759,0,1,1,3,#43cd80,3,#EE7600
19924,0,1,0,1,#cd2626,16,#FF3E96
19925,0,1,0,1,#cd2626,13,#EEAEEE
20001,0,1,0,1,#cd2626,13,#EEAEEE
20002,0,1,0,1,#cd2626,13,#EEAEEE
20004,0,1,0,1,#cd2626,13,#EEAEEE
20096,0,1,1,5,#b452cd,8,#43CD80
20097,0,1,0,3,#43cd80,3,#EE7600
20098,0,1,1,5,#b452cd,8,#43CD80
20099,0,1,1,5,#b452cd,3,#EE7600
20100,0,1,1,5,#b452cd,8,#43CD80
20116,0,1,1,5,#b452cd,6,#EEDC82
20365,0,1,0,1,#cd2626,18,#FF6A6A
20366,0,1,0,1,#cd2626,18,#FF6A6A
20456,0,1,1,3,#43cd80,3,#EE7600
20648,0,1,0,2,#eead0e,17,#EE799F
20719,0,1,0,1,#cd2626,6,#EEDC82
20816,0,1,1,3,#43cd80,3,#EE7600
20989,0,1,0,2,#eead0e,12,#6959CD
21008,0,1,0,1,#cd2626,18,#FF6A6A
21009,0,1,0,4,#6ca6cd,1,#FF3030
21079,0,1,0,4,#6ca6cd,13,#EEAEEE
21176,0,1,1,3,#43cd80,3,#EE7600
21214,0,1,0,1,#cd2626,18,#FF6A6A
21349,0,1,0,2,#eead0e,13,#EEAEEE
21709,0,1,0,1,#cd2626,18,#FF6A6A
22069,0,1,0,4,#6ca6cd,13,#EEAEEE
22430,0,1,0,2,#eead0e,12,#6959CD
23624,0,1,0,5,#b452cd,7,#98FB98
25310,0,1,0,4,#6ca6cd,1,#FF3030
25670,0,1,0,1,#cd2626,18,#FF6A6A
26029,0,1,0,1,#cd2626,16,#FF3E96
26030,0,1,0,2,#eead0e,16,#FF3E96
26225,0,1,0,5,#b452cd,6,#EEDC82
26597,0,1,0,5,#b452cd,8,#43CD80
26951,0,1,0,1,#cd2626,6,#EEDC82
27464,0,1,0,4,#6ca6cd,1,#FF3030
27823,0,1,0,1,#cd2626,18,#FF6A6A
27824,0,1,0,1,#cd2626,16,#FF3E96
28183,0,1,0,1,#cd2626,16,#FF3E96
28543,0,1,0,4,#6ca6cd,16,#FF3E96
29621,0,1,0,4,#6ca6cd,11,#4876FF
29981,0,1,0,4,#6ca6cd,11,#4876FF
30340,0,1,0,4,#6ca6cd,11,#4876FF
37405,0,1,1,3,#43cd80,5,#EEAD0E
38126,0,1,0,1,#cd2626,18,#FF6A6A
39169,0,1,1,2,#eead0e,14,#9F79EE
39264,0,1,0,4,#6ca6cd,1,#FF3030
39265,0,1,0,4,#6ca6cd,1,#FF3030
39624,0,1,0,4,#6ca6cd,1,#FF3030
39625,0,1,0,4,#6ca6cd,1,#FF3030
40254,0,1,0,2,#eead0e,18,#FF6A6A
40608,0,1,0,1,#cd2626,6,#EEDC82
40616,0,1,1,2,#eead0e,12,#6959CD
40617,0,1,0,2,#eead0e,18,#FF6A6A
40621,0,1,1,2,#eead0e,12,#6959CD
40974,0,1,0,2,#eead0e,12,#6959CD
40977,0,1,1,2,#eead0e,12,#6959CD
40979,0,1,0,2,#eead0e,15,#B452CD
41123,0,1,1,1,#cd2626,13,#EEAEEE
41272,1,1,1,2,#eead0e,12,#6959CD
42062,0,1,0,2,#eead0e,15,#B452CD
42203,0,1,1,1,#cd2626,13,#EEAEEE
42204,0,1,1,1,#cd2626,18,#FF6A6A
42219,0,1,0,1,#cd2626,13,#EEAEEE
42422,0,1,0,2,#eead0e,18,#FF6A6A
42546,0,1,0,1,#cd2626,2,#CD2626
42563,0,1,1,1,#cd2626,13,#EEAEEE
42564,0,1,1,1,#cd2626,13,#EEAEEE
42565,0,1,0,1,#cd2626,13,#EEAEEE
42571,0,1,0,1,#cd2626,6,#EEDC82
42781,0,1,0,2,#eead0e,12,#6959CD
42925,0,1,0,2,#eead0e,17,#EE799F
42926,0,1,0,1,#cd2626,18,#FF6A6A
42927,0,1,0,1,#cd2626,13,#EEAEEE
42928,0,1,0,1,#cd2626,13,#EEAEEE
42935,0,1,1,1,#cd2626,13,#EEAEEE
42936,0,1,1,1,#cd2626,13,#EEAEEE
42939,0,1,0,1,#cd2626,13,#EEAEEE
43142,0,1,0,2,#eead0e,12,#6959CD
43143,0,1,0,2,#eead0e,12,#6959CD
43264,0,1,0,1,#cd2626,16,#FF3E96
43265,0,1,0,1,#cd2626,16,#FF3E96
43287,0,1,0,1,#cd2626,18,#FF6A6A
43290,0,1,0,1,#cd2626,18,#FF6A6A
43291,0,1,1,1,#cd2626,13,#EEAEEE
43292,0,1,1,1,#cd2626,18,#FF6A6A
43293,0,1,1,1,#cd2626,13,#EEAEEE
43294,0,1,1,1,#cd2626,13,#EEAEEE
43295,0,1,1,1,#cd2626,13,#EEAEEE
43296,0,1,1,1,#cd2626,13,#EEAEEE
43297,0,1,1,1,#cd2626,13,#EEAEEE
43299,0,1,0,1,#cd2626,13,#EEAEEE
43497,0,1,0,1,#cd2626,18,#FF6A6A
43501,0,1,0,2,#eead0e,12,#6959CD
43502,0,1,0,2,#eead0e,12,#6959CD
43503,0,1,0,2,#eead0e,12,#6959CD
43624,0,1,0,4,#6ca6cd,12,#6959CD
43625,0,1,0,4,#6ca6cd,11,#4876FF
43626,0,1,0,4,#6ca6cd,11,#4876FF
43627,0,1,0,4,#6ca6cd,11,#4876FF
43659,0,1,0,1,#cd2626,13,#EEAEEE
43660,0,1,0,1,#cd2626,13,#EEAEEE
43861,0,1,0,2,#eead0e,12,#6959CD
